"raceId","driverId","qual_positon","qual_time","resultId","grid","finish_position","positionOrder","statusId","YEAR","NAME","WEATHER_WET","CIRCUITREF","circuitId","circuit","country","lat","lng","alt","code","forename","surname","nationality"
34,4,4,"1:36.927",332,4,"4",4,1,2008,"Chinese Grand Prix","N","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","ALO","Fernando","Alonso","Spanish"
35,13,1,"1:12.368",349,1,"1",1,1,2008,"Brazilian Grand Prix","Y","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","MAS","Felipe","Massa","Brazilian"
35,15,2,"1:12.737",356,2,"8",8,1,2008,"Brazilian Grand Prix","Y","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","TRU","Jarno","Trulli","Italian"
35,8,3,"1:12.825",351,3,"3",3,1,2008,"Brazilian Grand Prix","Y","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","RAI","Kimi","Räikkönen","Finnish"
35,1,4,"1:12.830",353,4,"5",5,1,2008,"Brazilian Grand Prix","Y","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","HAM","Lewis","Hamilton","British"
36,8,1,"1:26.072",369,1,"1",1,1,2007,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","RAI","Kimi","Räikkönen","Finnish"
36,4,2,"1:26.493",370,2,"2",2,1,2007,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","ALO","Fernando","Alonso","Spanish"
36,2,3,"1:26.556",372,3,"4",4,1,2007,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","HEI","Nick","Heidfeld","German"
36,1,4,"1:26.755",371,4,"3",3,1,2007,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","HAM","Lewis","Hamilton","British"
37,13,1,"1:35.043",395,1,"5",5,1,2007,"Malaysian Grand Prix","N","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","MAS","Felipe","Massa","Brazilian"
37,4,2,"1:35.310",391,2,"1",1,1,2007,"Malaysian Grand Prix","N","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","ALO","Fernando","Alonso","Spanish"
37,8,3,"1:35.479",393,3,"3",3,1,2007,"Malaysian Grand Prix","N","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","RAI","Kimi","Räikkönen","Finnish"
37,1,4,"1:36.045",392,4,"2",2,1,2007,"Malaysian Grand Prix","N","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","HAM","Lewis","Hamilton","British"
38,13,1,"1:32.652",413,1,"1",1,1,2007,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","MAS","Felipe","Massa","Brazilian"
38,1,2,"1:32.935",414,2,"2",2,1,2007,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","HAM","Lewis","Hamilton","British"
38,8,3,"1:33.131",415,3,"3",3,1,2007,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","RAI","Kimi","Räikkönen","Finnish"
38,4,4,"1:33.192",417,4,"5",5,1,2007,"Bahrain Grand Prix","N","bahrain",3,"Bahrain International Circuit","Bahrain",26.0325,50.5106,"7","ALO","Fernando","Alonso","Spanish"
39,13,1,"1:21.421",435,1,"1",1,1,2007,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","MAS","Felipe","Massa","Brazilian"
39,4,2,"1:21.451",437,2,"3",3,1,2007,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","ALO","Fernando","Alonso","Spanish"
39,8,3,"1:21.723",453,3,"\N",19,22,2007,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","RAI","Kimi","Räikkönen","Finnish"
39,1,4,"1:21.785",436,4,"2",2,1,2007,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","HAM","Lewis","Hamilton","British"
40,4,1,"1:15.726",457,1,"1",1,1,2007,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","ALO","Fernando","Alonso","Spanish"
40,1,2,"1:15.905",458,2,"2",2,1,2007,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","HAM","Lewis","Hamilton","British"
40,13,3,"1:15.967",459,3,"3",3,1,2007,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","MAS","Felipe","Massa","Brazilian"
40,21,4,"1:16.285",460,4,"4",4,11,2007,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","FIS","Giancarlo","Fisichella","Italian"
41,1,1,"1:15.707",479,1,"1",1,1,2007,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","HAM","Lewis","Hamilton","British"
41,4,2,"1:16.163",485,2,"7",7,1,2007,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","ALO","Fernando","Alonso","Spanish"
41,2,3,"1:16.266",480,3,"2",2,1,2007,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","HEI","Nick","Heidfeld","German"
41,8,4,"1:16.411",483,4,"5",5,1,2007,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","RAI","Kimi","Räikkönen","Finnish"
42,1,1,"1:12.331",501,1,"1",1,1,2007,"United States Grand Prix","N","indianapolis",19,"Indianapolis Motor Speedway","USA",39.795,-86.2347,"223","HAM","Lewis","Hamilton","British"
42,4,2,"1:12.500",502,2,"2",2,1,2007,"United States Grand Prix","N","indianapolis",19,"Indianapolis Motor Speedway","USA",39.795,-86.2347,"223","ALO","Fernando","Alonso","Spanish"
42,13,3,"1:12.703",503,3,"3",3,1,2007,"United States Grand Prix","N","indianapolis",19,"Indianapolis Motor Speedway","USA",39.795,-86.2347,"223","MAS","Felipe","Massa","Brazilian"
42,8,4,"1:12.839",504,4,"4",4,1,2007,"United States Grand Prix","N","indianapolis",19,"Indianapolis Motor Speedway","USA",39.795,-86.2347,"223","RAI","Kimi","Räikkönen","Finnish"
43,13,1,"1:15.034",524,1,"2",2,1,2007,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","MAS","Felipe","Massa","Brazilian"
43,1,2,"1:15.104",525,2,"3",3,1,2007,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","HAM","Lewis","Hamilton","British"
43,8,3,"1:15.257",523,3,"1",1,1,2007,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","RAI","Kimi","Räikkönen","Finnish"
43,9,4,"1:15.493",526,4,"4",4,1,2007,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","KUB","Robert","Kubica","Polish"
44,1,1,"1:19.997",547,1,"3",3,1,2007,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","HAM","Lewis","Hamilton","British"
44,8,2,"1:20.099",545,2,"1",1,1,2007,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","RAI","Kimi","Räikkönen","Finnish"
44,4,3,"1:20.147",546,3,"2",2,1,2007,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","ALO","Fernando","Alonso","Spanish"
44,13,4,"1:20.265",549,4,"5",5,1,2007,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","MAS","Felipe","Massa","Brazilian"
45,8,1,"1:31.450",580,1,"\N",14,9,2007,"European Grand Prix","Y","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","RAI","Kimi","Räikkönen","Finnish"
45,4,2,"1:31.741",567,2,"1",1,1,2007,"European Grand Prix","Y","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","ALO","Fernando","Alonso","Spanish"
45,13,3,"1:31.778",568,3,"2",2,1,2007,"European Grand Prix","Y","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","MAS","Felipe","Massa","Brazilian"
45,2,4,"1:31.840",572,4,"6",6,1,2007,"European Grand Prix","Y","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","HEI","Nick","Heidfeld","German"
46,4,1,"1:19.674",592,6,"4",4,1,2007,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","ALO","Fernando","Alonso","Spanish"
46,1,2,"1:19.781",589,1,"1",1,1,2007,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","HAM","Lewis","Hamilton","British"
46,2,3,"1:20.259",591,2,"3",3,1,2007,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","HEI","Nick","Heidfeld","German"
46,8,4,"1:20.410",590,3,"2",2,1,2007,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","RAI","Kimi","Räikkönen","Finnish"
47,13,1,"1:27.329",611,1,"1",1,1,2007,"Turkish Grand Prix","N","istanbul",5,"Istanbul Park","Turkey",40.9517,29.405,"130","MAS","Felipe","Massa","Brazilian"
47,1,2,"1:27.373",615,2,"5",5,1,2007,"Turkish Grand Prix","N","istanbul",5,"Istanbul Park","Turkey",40.9517,29.405,"130","HAM","Lewis","Hamilton","British"
47,8,3,"1:27.546",612,3,"2",2,1,2007,"Turkish Grand Prix","N","istanbul",5,"Istanbul Park","Turkey",40.9517,29.405,"130","RAI","Kimi","Räikkönen","Finnish"
47,4,4,"1:27.574",613,4,"3",3,1,2007,"Turkish Grand Prix","N","istanbul",5,"Istanbul Park","Turkey",40.9517,29.405,"130","ALO","Fernando","Alonso","Spanish"
48,4,1,"1:21.997",633,1,"1",1,1,2007,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","ALO","Fernando","Alonso","Spanish"
48,1,2,"1:22.034",634,2,"2",2,1,2007,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","HAM","Lewis","Hamilton","British"
48,13,3,"1:22.549",653,3,"\N",21,22,2007,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","MAS","Felipe","Massa","Brazilian"
48,2,4,"1:23.174",636,4,"4",4,1,2007,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","HEI","Nick","Heidfeld","German"
49,8,1,"1:45.994",655,1,"1",1,1,2007,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","RAI","Kimi","Räikkönen","Finnish"
49,13,2,"1:46.011",656,2,"2",2,1,2007,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","MAS","Felipe","Massa","Brazilian"
49,4,3,"1:46.091",657,3,"3",3,1,2007,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","ALO","Fernando","Alonso","Spanish"
49,1,4,"1:46.406",658,4,"4",4,1,2007,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","HAM","Lewis","Hamilton","British"
50,1,1,"1:25.368",677,1,"1",1,1,2007,"Japanese Grand Prix","N","fuji",16,"Fuji Speedway","Japan",35.3717,138.927,"583","HAM","Lewis","Hamilton","British"
50,4,2,"1:25.438",697,2,"\N",21,3,2007,"Japanese Grand Prix","N","fuji",16,"Fuji Speedway","Japan",35.3717,138.927,"583","ALO","Fernando","Alonso","Spanish"
50,8,3,"1:25.516",679,3,"3",3,1,2007,"Japanese Grand Prix","N","fuji",16,"Fuji Speedway","Japan",35.3717,138.927,"583","RAI","Kimi","Räikkönen","Finnish"
50,13,4,"1:25.765",682,4,"6",6,1,2007,"Japanese Grand Prix","N","fuji",16,"Fuji Speedway","Japan",35.3717,138.927,"583","MAS","Felipe","Massa","Brazilian"
51,1,1,"1:35.908",717,1,"\N",19,20,2007,"Chinese Grand Prix","Y","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","HAM","Lewis","Hamilton","British"
51,8,2,"1:36.044",699,2,"1",1,1,2007,"Chinese Grand Prix","Y","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","RAI","Kimi","Räikkönen","Finnish"
51,13,3,"1:36.221",701,3,"3",3,1,2007,"Chinese Grand Prix","Y","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","MAS","Felipe","Massa","Brazilian"
51,4,4,"1:36.576",700,4,"2",2,1,2007,"Chinese Grand Prix","Y","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","ALO","Fernando","Alonso","Spanish"
52,13,1,"1:11.931",722,1,"2",2,1,2007,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","MAS","Felipe","Massa","Brazilian"
52,1,2,"1:12.082",727,2,"7",7,11,2007,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","HAM","Lewis","Hamilton","British"
52,8,3,"1:12.322",721,3,"1",1,1,2007,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","RAI","Kimi","Räikkönen","Finnish"
52,4,4,"1:12.356",723,4,"3",3,1,2007,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","ALO","Fernando","Alonso","Spanish"
