"raceId","driverId","qual_positon","qual_time","resultId","grid","finish_position","positionOrder","statusId","YEAR","NAME","WEATHER_WET","CIRCUITREF","circuitId","circuit","country","lat","lng","alt","code","forename","surname","nationality"
227,30,3,"1:20.149",4448,3,"2",2,1,1996,"European Grand Prix","N","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","MSC","Michael","Schumacher","German"
227,55,4,"1:20.711",4466,4,"\N",20,4,1996,"European Grand Prix","N","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","\N","Jean","Alesi","French"
228,30,1,"1:26.890",4470,1,"2",2,1,1996,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","MSC","Michael","Schumacher","German"
228,71,2,"1:27.105",4469,2,"1",1,1,1996,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","\N","Damon","Hill","British"
228,35,3,"1:27.220",4479,3,"11",11,22,1996,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","VIL","Jacques","Villeneuve","Canadian"
228,14,4,"1:27.688",4482,4,"\N",14,9,1996,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","COU","David","Coulthard","British"
229,30,1,"1:20.356",4507,1,"\N",17,20,1996,"Monaco Grand Prix","Y","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","MSC","Michael","Schumacher","German"
229,71,2,"1:20.866",4501,2,"\N",11,5,1996,"Monaco Grand Prix","Y","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","\N","Damon","Hill","British"
229,55,3,"1:20.918",4499,3,"\N",9,22,1996,"Monaco Grand Prix","Y","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","\N","Jean","Alesi","French"
229,77,4,"1:21.067",4503,4,"\N",13,6,1996,"Monaco Grand Prix","Y","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","\N","Gerhard","Berger","Austrian"
230,71,1,"1:20.650",4525,1,"\N",13,20,1996,"Spanish Grand Prix","Y","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","\N","Damon","Hill","British"
230,35,2,"1:21.084",4515,2,"3",3,1,1996,"Spanish Grand Prix","Y","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","VIL","Jacques","Villeneuve","Canadian"
230,30,3,"1:21.587",4513,3,"1",1,1,1996,"Spanish Grand Prix","Y","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","MSC","Michael","Schumacher","German"
230,55,4,"1:22.061",4514,4,"2",2,1,1996,"Spanish Grand Prix","Y","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","\N","Jean","Alesi","French"
240,71,1,"1:20.081",4736,1,"\N",16,6,1995,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","\N","Damon","Hill","British"
240,30,2,"1:20.382",4721,2,"1",1,1,1995,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","MSC","Michael","Schumacher","German"
240,14,3,"1:20.422",4722,3,"2",2,1,1995,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","COU","David","Coulthard","British"
240,65,4,"1:20.888",4737,4,"\N",17,4,1995,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","\N","Johnny","Herbert","British"
241,14,1,"1:53.241",4765,1,"\N",19,10,1995,"Argentine Grand Prix","N","galvez",25,"Autódromo Juan y Oscar Gálvez","Argentina",-34.6943,-58.4593,"8","COU","David","Coulthard","British"
241,71,2,"1:54.057",4747,2,"1",1,1,1995,"Argentine Grand Prix","N","galvez",25,"Autódromo Juan y Oscar Gálvez","Argentina",-34.6943,-58.4593,"8","\N","Damon","Hill","British"
241,30,3,"1:54.272",4749,3,"3",3,1,1995,"Argentine Grand Prix","N","galvez",25,"Autódromo Juan y Oscar Gálvez","Argentina",-34.6943,-58.4593,"8","MSC","Michael","Schumacher","German"
241,56,4,"1:54.381",4767,4,"\N",21,5,1995,"Argentine Grand Prix","N","galvez",25,"Autódromo Juan y Oscar Gálvez","Argentina",-34.6943,-58.4593,"8","\N","Eddie","Irvine","British"
242,30,1,"1:27.274",4798,1,"\N",26,20,1995,"San Marino Grand Prix","Y","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","MSC","Michael","Schumacher","German"
242,77,2,"1:27.282",4775,2,"3",3,1,1995,"San Marino Grand Prix","Y","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","\N","Gerhard","Berger","Austrian"
242,14,3,"1:27.459",4776,3,"4",4,1,1995,"San Marino Grand Prix","Y","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","COU","David","Coulthard","British"
242,71,4,"1:27.512",4773,4,"1",1,1,1995,"San Marino Grand Prix","Y","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","\N","Damon","Hill","British"
243,30,1,"1:21.452",4799,1,"1",1,1,1995,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","MSC","Michael","Schumacher","German"
243,55,2,"1:22.052",4820,2,"\N",22,5,1995,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","\N","Jean","Alesi","French"
243,77,3,"1:22.071",4801,3,"3",3,1,1995,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","\N","Gerhard","Berger","Austrian"
243,14,4,"1:22.332",4815,4,"\N",17,6,1995,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","COU","David","Coulthard","British"
244,71,1,"1:21.952",4826,1,"2",2,1,1995,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","\N","Damon","Hill","British"
244,30,2,"1:22.742",4825,2,"1",1,1,1995,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","MSC","Michael","Schumacher","German"
244,14,3,"1:23.109",4846,3,"\N",22,6,1995,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","COU","David","Coulthard","British"
244,77,4,"1:23.220",4827,4,"3",3,1,1995,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","\N","Gerhard","Berger","Austrian"
245,30,1,"1:27.661",4855,1,"5",5,1,1995,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","MSC","Michael","Schumacher","German"
245,71,2,"1:28.039",4864,2,"\N",14,6,1995,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","\N","Damon","Hill","British"
245,14,3,"1:28.091",4872,3,"\N",22,20,1995,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","COU","David","Coulthard","British"
245,77,4,"1:28.189",4861,4,"11",11,4,1995,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","\N","Gerhard","Berger","Austrian"
246,71,1,"1:17.225",4876,1,"2",2,1,1995,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","\N","Damon","Hill","British"
246,30,2,"1:17.512",4875,2,"1",1,1,1995,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","MSC","Michael","Schumacher","German"
246,14,3,"1:17.925",4877,3,"3",3,1,1995,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","COU","David","Coulthard","British"
246,55,4,"1:18.761",4879,4,"5",5,1,1995,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","\N","Jean","Alesi","French"
247,71,1,"1:28.124",4913,1,"\N",15,4,1995,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","\N","Damon","Hill","British"
247,30,2,"1:28.397",4912,2,"\N",14,4,1995,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","MSC","Michael","Schumacher","German"
247,14,3,"1:28.947",4901,3,"3",3,1,1995,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","COU","David","Coulthard","British"
247,77,4,"1:29.657",4918,4,"\N",20,36,1995,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","\N","Gerhard","Berger","Austrian"
248,71,1,"1:44.385",4944,1,"\N",22,20,1995,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","\N","Damon","Hill","British"
248,30,2,"1:44.465",4923,2,"1",1,1,1995,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","MSC","Michael","Schumacher","German"
248,14,3,"1:44.540",4924,3,"2",2,1,1995,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","COU","David","Coulthard","British"
248,77,4,"1:45.553",4925,4,"3",3,1,1995,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","\N","Gerhard","Berger","Austrian"
249,71,1,"1:16.982",4947,1,"1",1,1,1995,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","\N","Damon","Hill","British"
249,14,2,"1:17.366",4948,2,"2",2,1,1995,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","COU","David","Coulthard","British"
249,30,3,"1:17.558",4957,3,"11",11,5,1995,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","MSC","Michael","Schumacher","German"
249,77,4,"1:18.059",4949,4,"3",3,11,1995,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","\N","Gerhard","Berger","Austrian"
250,77,1,"1:54.392",4988,1,"\N",18,10,1995,"Belgian Grand Prix","Y","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","\N","Gerhard","Berger","Austrian"
250,55,2,"1:54.631",4993,2,"\N",23,22,1995,"Belgian Grand Prix","Y","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","\N","Jean","Alesi","French"
250,57,3,"1:55.435",4994,3,"\N",24,20,1995,"Belgian Grand Prix","Y","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","\N","Mika","Häkkinen","Finnish"
250,65,4,"1:56.085",4977,4,"7",7,1,1995,"Belgian Grand Prix","Y","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","\N","Johnny","Herbert","British"
251,14,1,"1:24.462",5013,1,"\N",19,20,1995,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","COU","David","Coulthard","British"
251,30,2,"1:25.026",5010,2,"\N",16,4,1995,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","MSC","Michael","Schumacher","German"
251,77,3,"1:25.353",5008,3,"\N",14,22,1995,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","\N","Gerhard","Berger","Austrian"
251,71,4,"1:25.699",5011,4,"\N",17,4,1995,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","\N","Damon","Hill","British"
252,14,1,"1:20.537",5019,1,"1",1,1,1995,"Portuguese Grand Prix","N","estoril",27,"Autódromo do Estoril","Portugal",38.7506,-9.39417,"130","COU","David","Coulthard","British"
252,71,2,"1:20.905",5021,2,"3",3,1,1995,"Portuguese Grand Prix","N","estoril",27,"Autódromo do Estoril","Portugal",38.7506,-9.39417,"130","\N","Damon","Hill","British"
252,30,3,"1:21.301",5020,3,"2",2,1,1995,"Portuguese Grand Prix","N","estoril",27,"Autódromo do Estoril","Portugal",38.7506,-9.39417,"130","MSC","Michael","Schumacher","German"
252,77,4,"1:21.970",5022,4,"4",4,1,1995,"Portuguese Grand Prix","N","estoril",27,"Autódromo do Estoril","Portugal",38.7506,-9.39417,"130","\N","Gerhard","Berger","Austrian"
253,14,1,"1:18.738",5045,1,"3",3,1,1995,"European Grand Prix","Y","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","COU","David","Coulthard","British"
253,71,2,"1:18.972",5058,2,"\N",16,20,1995,"European Grand Prix","Y","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","\N","Damon","Hill","British"
253,30,3,"1:19.150",5043,3,"1",1,1,1995,"European Grand Prix","Y","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","MSC","Michael","Schumacher","German"
253,77,4,"1:19.821",5061,4,"\N",19,10,1995,"European Grand Prix","Y","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","\N","Gerhard","Berger","Austrian"
254,14,1,"1:14.013",5068,1,"2",2,1,1995,"Pacific Grand Prix","N","okayama",28,"Okayama International Circuit","Japan",34.915,134.221,"266","COU","David","Coulthard","British"
254,71,2,"1:14.213",5069,2,"3",3,1,1995,"Pacific Grand Prix","N","okayama",28,"Okayama International Circuit","Japan",34.915,134.221,"266","\N","Damon","Hill","British"
254,30,3,"1:14.284",5067,3,"1",1,1,1995,"Pacific Grand Prix","N","okayama",28,"Okayama International Circuit","Japan",34.915,134.221,"266","MSC","Michael","Schumacher","German"
254,55,4,"1:14.919",5071,4,"5",5,11,1995,"Pacific Grand Prix","N","okayama",28,"Okayama International Circuit","Japan",34.915,134.221,"266","\N","Jean","Alesi","French"
255,30,1,"1:38.023",5091,1,"1",1,1,1995,"Japanese Grand Prix","Y","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","MSC","Michael","Schumacher","German"
255,55,2,"1:38.888",5106,2,"\N",16,5,1995,"Japanese Grand Prix","Y","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","\N","Jean","Alesi","French"
255,57,3,"1:38.954",5092,3,"2",2,1,1995,"Japanese Grand Prix","Y","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","\N","Mika","Häkkinen","Finnish"
255,71,4,"1:39.032",5103,4,"\N",13,20,1995,"Japanese Grand Prix","Y","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","\N","Damon","Hill","British"
257,102,1,"1:15.962",5151,1,"\N",13,20,1994,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","\N","Ayrton","Senna","Brazilian"
257,30,2,"1:16.290",5139,2,"1",1,1,1994,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","MSC","Michael","Schumacher","German"
257,55,3,"1:17.385",5141,3,"3",3,11,1994,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","\N","Jean","Alesi","French"
257,71,4,"1:17.554",5140,4,"2",2,11,1994,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","\N","Damon","Hill","British"
258,102,1,"1:10.218",5190,1,"\N",24,4,1994,"Pacific Grand Prix","N","okayama",28,"Okayama International Circuit","Japan",34.915,134.221,"266","\N","Ayrton","Senna","Brazilian"
258,30,2,"1:10.440",5167,2,"1",1,1,1994,"Pacific Grand Prix","N","okayama",28,"Okayama International Circuit","Japan",34.915,134.221,"266","MSC","Michael","Schumacher","German"
258,71,3,"1:10.771",5184,3,"\N",18,7,1994,"Pacific Grand Prix","N","okayama",28,"Okayama International Circuit","Japan",34.915,134.221,"266","\N","Damon","Hill","British"
258,57,4,"1:11.683",5187,4,"\N",21,6,1994,"Pacific Grand Prix","N","okayama",28,"Okayama International Circuit","Japan",34.915,134.221,"266","\N","Mika","Häkkinen","Finnish"
259,102,1,"1:21.548",5216,1,"\N",22,3,1994,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","\N","Ayrton","Senna","Brazilian"
259,30,2,"1:21.885",5195,2,"1",1,1,1994,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","MSC","Michael","Schumacher","German"
259,77,3,"1:22.113",5215,3,"\N",21,22,1994,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","\N","Gerhard","Berger","Austrian"
259,71,4,"1:22.168",5200,4,"6",6,11,1994,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","\N","Damon","Hill","British"
261,30,1,"1:21.908",5250,1,"2",2,1,1994,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","MSC","Michael","Schumacher","German"
261,71,2,"1:22.559",5249,2,"1",1,1,1994,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","\N","Damon","Hill","British"
261,57,3,"1:22.660",5261,3,"\N",13,5,1994,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","\N","Mika","Häkkinen","Finnish"
261,109,4,"1:22.983",5260,4,"\N",12,5,1994,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","\N","Jyrki","Järvilehto","Finnish"
262,30,1,"1:26.178",5276,1,"1",1,1,1994,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","MSC","Michael","Schumacher","German"
262,55,2,"1:26.277",5278,2,"3",3,1,1994,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","\N","Jean","Alesi","French"
262,77,3,"1:27.059",5279,3,"4",4,1,1994,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","\N","Gerhard","Berger","Austrian"
262,71,4,"1:27.094",5277,4,"2",2,1,1994,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","\N","Damon","Hill","British"
263,71,1,"1:16.282",5304,1,"2",2,1,1994,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","\N","Damon","Hill","British"
263,95,2,"1:16.359",5316,2,"\N",14,6,1994,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","\N","Nigel","Mansell","British"
263,30,3,"1:16.707",5303,3,"1",1,1,1994,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","MSC","Michael","Schumacher","German"
263,55,4,"1:16.954",5317,4,"\N",15,4,1994,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","\N","Jean","Alesi","French"
264,71,1,"1:24.960",5331,1,"1",1,1,1994,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","\N","Damon","Hill","British"
264,30,2,"1:24.963",5347,2,"\N",17,2,1994,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","MSC","Michael","Schumacher","German"
264,77,3,"1:24.980",5349,3,"\N",19,5,1994,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","\N","Gerhard","Berger","Austrian"
264,55,4,"1:25.541",5332,4,"2",2,1,1994,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","\N","Jean","Alesi","French"
265,77,1,"1:43.582",5359,1,"1",1,1,1994,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","\N","Gerhard","Berger","Austrian"
265,55,2,"1:44.012",5374,2,"\N",16,10,1994,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","\N","Jean","Alesi","French"
265,71,3,"1:44.026",5366,3,"8",8,11,1994,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","\N","Damon","Hill","British"
265,30,4,"1:44.268",5369,4,"\N",11,5,1994,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","MSC","Michael","Schumacher","German"
266,30,1,"1:18.258",5387,1,"1",1,1,1994,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","MSC","Michael","Schumacher","German"
266,71,2,"1:18.824",5388,2,"2",2,1,1994,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","\N","Damon","Hill","British"
266,14,3,"1:20.205",5401,3,"\N",15,20,1994,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","COU","David","Coulthard","British"
266,77,4,"1:20.219",5398,4,"12",12,5,1994,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","\N","Gerhard","Berger","Austrian"
267,22,1,"2:21.163",5433,1,"\N",19,20,1994,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","BAR","Rubens","Barrichello","Brazilian"
267,30,2,"2:21.494",5428,2,"\N",14,2,1994,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","MSC","Michael","Schumacher","German"
267,71,3,"2:21.681",5415,3,"1",1,1,1994,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","\N","Damon","Hill","British"
267,56,4,"2:22.074",5427,4,"13",13,91,1994,"Belgian Grand Prix","N","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","\N","Eddie","Irvine","British"
268,55,1,"1:23.844",5464,1,"\N",22,6,1994,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","\N","Jean","Alesi","French"
268,77,2,"1:23.978",5444,2,"2",2,1,1994,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","\N","Gerhard","Berger","Austrian"
268,71,3,"1:24.158",5443,3,"1",1,1,1994,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","\N","Damon","Hill","British"
268,65,4,"1:24.374",5465,4,"\N",23,91,1994,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","\N","Johnny","Herbert","British"
269,77,1,"1:20.608",5496,1,"\N",26,6,1994,"Portuguese Grand Prix","N","estoril",27,"Autódromo do Estoril","Portugal",38.7506,-9.39417,"130","\N","Gerhard","Berger","Austrian"
269,71,2,"1:20.766",5471,2,"1",1,1,1994,"Portuguese Grand Prix","N","estoril",27,"Autódromo do Estoril","Portugal",38.7506,-9.39417,"130","\N","Damon","Hill","British"
269,14,3,"1:21.033",5472,3,"2",2,1,1994,"Portuguese Grand Prix","N","estoril",27,"Autódromo do Estoril","Portugal",38.7506,-9.39417,"130","COU","David","Coulthard","British"
269,57,4,"1:21.251",5473,4,"3",3,1,1994,"Portuguese Grand Prix","N","estoril",27,"Autódromo do Estoril","Portugal",38.7506,-9.39417,"130","\N","Mika","Häkkinen","Finnish"
270,30,1,"1:22.762",5499,1,"1",1,1,1994,"European Grand Prix","N","jerez",26,"Circuito de Jerez","Spain",36.7083,-6.03417,"37","MSC","Michael","Schumacher","German"
270,71,2,"1:22.892",5500,2,"2",2,1,1994,"European Grand Prix","N","jerez",26,"Circuito de Jerez","Spain",36.7083,-6.03417,"37","\N","Damon","Hill","British"
270,95,3,"1:23.392",5518,3,"\N",20,20,1994,"European Grand Prix","N","jerez",26,"Circuito de Jerez","Spain",36.7083,-6.03417,"37","\N","Nigel","Mansell","British"
270,49,4,"1:23.431",5504,4,"6",6,11,1994,"European Grand Prix","N","jerez",26,"Circuito de Jerez","Spain",36.7083,-6.03417,"37","\N","Heinz-Harald","Frentzen","German"
271,30,1,"1:37.209",5528,1,"2",2,1,1994,"Japanese Grand Prix","Y","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","MSC","Michael","Schumacher","German"
271,71,2,"1:37.696",5527,2,"1",1,1,1994,"Japanese Grand Prix","Y","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","\N","Damon","Hill","British"
271,49,3,"1:37.742",5532,3,"6",6,1,1994,"Japanese Grand Prix","Y","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","\N","Heinz-Harald","Frentzen","German"
271,95,4,"1:37.768",5530,4,"4",4,1,1994,"Japanese Grand Prix","Y","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","\N","Nigel","Mansell","British"
272,95,1,"1:16.179",5555,1,"1",1,1,1994,"Australian Grand Prix","N","adelaide",29,"Adelaide Street Circuit","Australia",-34.9272,138.617,"58","\N","Nigel","Mansell","British"
272,30,2,"1:16.197",5574,2,"\N",20,4,1994,"Australian Grand Prix","N","adelaide",29,"Adelaide Street Circuit","Australia",-34.9272,138.617,"58","MSC","Michael","Schumacher","German"
272,71,3,"1:16.830",5573,3,"\N",19,4,1994,"Australian Grand Prix","N","adelaide",29,"Adelaide Street Circuit","Australia",-34.9272,138.617,"58","\N","Damon","Hill","British"
272,57,4,"1:16.992",5566,4,"12",12,23,1994,"Australian Grand Prix","N","adelaide",29,"Adelaide Street Circuit","Australia",-34.9272,138.617,"58","\N","Mika","Häkkinen","Finnish"
1,18,1,"1:26.202",7554,1,"1",1,1,2009,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","BUT","Jenson","Button","British"
1,22,2,"1:26.505",7555,2,"2",2,1,2009,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","BAR","Rubens","Barrichello","Brazilian"
1,20,3,"1:26.830",7566,3,"13",13,4,2009,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","VET","Sebastian","Vettel","German"
1,9,4,"1:26.914",7567,4,"14",14,4,2009,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","KUB","Robert","Kubica","Polish"
2,18,1,"1:35.181",7574,1,"1",1,1,2009,"Malaysian Grand Prix","Y","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","BUT","Jenson","Button","British"
2,15,2,"1:35.273",7577,2,"4",4,1,2009,"Malaysian Grand Prix","Y","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","TRU","Jarno","Trulli","Italian"
