"raceId","driverId","qual_positon","qual_time","resultId","grid","finish_position","positionOrder","statusId","YEAR","NAME","WEATHER_WET","CIRCUITREF","circuitId","circuit","country","lat","lng","alt","code","forename","surname","nationality","qual_gap","won_race","race_21"
105,18,3,94.295,1816,3,"2",2,1,2004,"Chinese Grand Prix","N","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","BUT","Jenson","Button","British",-0.463999999999999,0,0
105,8,2,94.178,1817,2,"3",3,1,2004,"Chinese Grand Prix","N","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","RAI","Kimi","Räikkönen","Finnish",-0.580999999999989,0,0
105,22,1,94.012,1815,1,"1",1,1,2004,"Chinese Grand Prix","N","shanghai",17,"Shanghai International Circuit","China",31.3389,121.22,"5","BAR","Rubens","Barrichello","Brazilian",-0.746999999999986,1,0
106,23,2,94.032,1836,2,"2",2,1,2004,"Japanese Grand Prix","N","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","SCH","Ralf","Schumacher","German",-0.864999999999981,0,0
106,30,1,93.542,1835,1,"1",1,1,2004,"Japanese Grand Prix","N","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","MSC","Michael","Schumacher","German",-1.35499999999999,1,0
107,8,3,70.892,1856,3,"2",2,1,2004,"Brazilian Grand Prix","Y","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","RAI","Kimi","Räikkönen","Finnish",-0.0300000000000011,0,0
107,31,2,70.85,1855,2,"1",1,1,2004,"Brazilian Grand Prix","Y","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","MON","Juan","Pablo Montoya","Colombian",-0.0720000000000027,1,0
107,22,1,70.646,1857,1,"3",3,1,2004,"Brazilian Grand Prix","Y","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","BAR","Rubens","Barrichello","Brazilian",-0.275999999999996,0,0
108,31,3,88.101,1876,3,"2",2,1,2003,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","MON","Juan","Pablo Montoya","Colombian",-0.173000000000002,0,0
108,30,1,87.173,1878,1,"4",4,1,2003,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","MSC","Michael","Schumacher","German",-1.101,0,0
109,30,3,97.393,1900,3,"6",6,11,2003,"Malaysian Grand Prix","N","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","MSC","Michael","Schumacher","German",-0.061000000000007,0,0
109,15,2,97.217,1899,2,"5",5,11,2003,"Malaysian Grand Prix","N","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","TRU","Jarno","Trulli","Italian",-0.236999999999995,0,0
109,4,1,97.044,1897,1,"3",3,1,2003,"Malaysian Grand Prix","N","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","ALO","Fernando","Alonso","Spanish",-0.409999999999997,0,0
110,17,3,73.851,1923,3,"9",9,3,2003,"Brazilian Grand Prix","Y","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","WEB","Mark","Webber","Australian",-0.0150000000000006,0,0
110,14,2,73.818,1918,2,"4",4,1,2003,"Brazilian Grand Prix","Y","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","COU","David","Coulthard","British",-0.0480000000000018,0,0
111,22,3,82.557,1937,3,"3",3,1,2003,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","BAR","Rubens","Barrichello","Brazilian",-0.231999999999999,0,0
111,23,2,82.341,1938,2,"4",4,1,2003,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","SCH","Ralf","Schumacher","German",-0.448000000000008,0,0
111,30,1,82.327,1935,1,"1",1,1,2003,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","MSC","Michael","Schumacher","German",-0.462000000000003,1,0
112,4,3,78.233,1956,3,"2",2,1,2003,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","ALO","Fernando","Alonso","Spanish",-0.381999999999991,0,0
112,22,2,78.02,1957,2,"3",3,1,2003,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","BAR","Rubens","Barrichello","Brazilian",-0.594999999999999,0,0
112,30,1,77.762,1955,1,"1",1,1,2003,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","MSC","Michael","Schumacher","German",-0.852999999999994,1,0
113,8,2,69.189,1976,2,"2",2,1,2003,"Austrian Grand Prix","Y","osterreichring",23,"A1-Ring","Austria",47.2197,14.7647,"678","RAI","Kimi","Räikkönen","Finnish",-0.536000000000001,0,0
113,30,1,69.15,1975,1,"1",1,1,2003,"Austrian Grand Prix","Y","osterreichring",23,"A1-Ring","Austria",47.2197,14.7647,"678","MSC","Michael","Schumacher","German",-0.574999999999989,1,0
114,31,3,75.415,1995,3,"1",1,1,2003,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","MON","Juan","Pablo Montoya","Colombian",-0.0849999999999937,1,0
114,8,2,75.295,1996,2,"2",2,1,2003,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","RAI","Kimi","Räikkönen","Finnish",-0.204999999999998,0,0
114,23,1,75.259,1998,1,"4",4,1,2003,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","SCH","Ralf","Schumacher","German",-0.241,0,0
115,30,3,76.047,2015,3,"1",1,1,2003,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","MSC","Michael","Schumacher","German",-0.00100000000000477,1,0
115,31,2,75.923,2017,2,"3",3,1,2003,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","MON","Juan","Pablo Montoya","Colombian",-0.125,0,0
115,23,1,75.529,2016,1,"2",2,1,2003,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","SCH","Ralf","Schumacher","German",-0.519000000000005,0,0
116,23,3,91.619,2035,3,"1",1,1,2003,"European Grand Prix","N","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","SCH","Ralf","Schumacher","German",-0.145999999999987,1,0
116,30,2,91.555,2039,2,"5",5,1,2003,"European Grand Prix","N","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","MSC","Michael","Schumacher","German",-0.20999999999998,0,0
117,30,3,75.48,2057,3,"3",3,1,2003,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","MSC","Michael","Schumacher","German",-0.0529999999999973,0,0
117,31,2,75.136,2056,2,"2",2,1,2003,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","MON","Juan","Pablo Montoya","Colombian",-0.397000000000006,0,0
117,23,1,75.019,2055,1,"1",1,1,2003,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","SCH","Ralf","Schumacher","German",-0.513999999999996,1,0
118,8,3,81.695,2077,3,"3",3,1,2003,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","RAI","Kimi","Räikkönen","Finnish",-0.0320000000000107,0,0
118,15,2,81.381,2080,2,"6",6,1,2003,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","TRU","Jarno","Trulli","Italian",-0.346000000000004,0,0
118,22,1,81.209,2075,1,"1",1,1,2003,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","BAR","Rubens","Barrichello","Brazilian",-0.518000000000001,1,0
119,31,1,75.167,2095,1,"1",1,1,2003,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","MON","Juan","Pablo Montoya","Colombian",-0.512,1,0
120,17,3,82.027,2120,3,"6",6,1,2003,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","WEB","Mark","Webber","Australian",-0.153000000000006,0,0
120,23,2,81.944,2118,2,"4",4,1,2003,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","SCH","Ralf","Schumacher","German",-0.236000000000004,0,0
120,4,1,81.688,2115,1,"1",1,1,2003,"Hungarian Grand Prix","N","hungaroring",11,"Hungaroring","Hungary",47.5789,19.2486,"264","ALO","Fernando","Alonso","Spanish",-0.492000000000004,1,0
121,22,3,81.242,2137,3,"3",3,1,2003,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","BAR","Rubens","Barrichello","Brazilian",-0.22399999999999,0,0
121,31,2,81.014,2136,2,"2",2,1,2003,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","MON","Juan","Pablo Montoya","Colombian",-0.451999999999998,0,0
121,30,1,80.963,2135,1,"1",1,1,2003,"Italian Grand Prix","N","monza",14,"Autodromo Nazionale di Monza","Italy",45.6156,9.28111,"162","MSC","Michael","Schumacher","German",-0.503,1,0
122,8,1,71.67,2156,1,"2",2,1,2003,"United States Grand Prix","Y","indianapolis",19,"Indianapolis Motor Speedway","USA",39.795,-86.2347,"223","RAI","Kimi","Räikkönen","Finnish",-0.277999999999992,0,0
123,43,3,92.419,2181,3,"7",7,1,2003,"Japanese Grand Prix","N","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","\N","Cristiano","da Matta","Brazilian",-0.442999999999984,0,0
123,22,1,91.713,2175,1,"1",1,1,2003,"Japanese Grand Prix","N","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","BAR","Rubens","Barrichello","Brazilian",-1.149,1,0
125,31,2,95.497,2218,2,"2",2,1,2002,"Malaysian Grand Prix","N","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","MON","Juan","Pablo Montoya","Colombian",-0.530999999999977,0,0
125,30,1,95.266,2219,1,"3",3,1,2002,"Malaysian Grand Prix","N","sepang",2,"Sepang International Circuit","Malaysia",2.76083,101.738,"18","MSC","Michael","Schumacher","German",-0.762,0,0
140,22,2,91.749,2538,2,"2",2,1,2002,"Japanese Grand Prix","N","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","BAR","Rubens","Barrichello","Brazilian",-0.448000000000008,0,0
140,30,1,91.317,2537,1,"1",1,1,2002,"Japanese Grand Prix","N","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","MSC","Michael","Schumacher","German",-0.879999999999995,1,0
156,30,1,71.708,2888,1,"2",2,1,2001,"United States Grand Prix","N","indianapolis",19,"Indianapolis Motor Speedway","USA",39.795,-86.2347,"223","MSC","Michael","Schumacher","German",-0.600999999999999,0,0
158,30,3,91.075,2931,3,"1",1,1,2000,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","MSC","Michael","Schumacher","German",-0.0270000000000152,1,0
160,14,3,85.014,2977,3,"3",3,1,2000,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","COU","David","Coulthard","British",-0.856999999999999,0,0
160,30,2,84.805,2975,2,"1",1,1,2000,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","MSC","Michael","Schumacher","German",-1.06599999999999,1,0
160,57,1,84.714,2976,1,"2",2,1,2000,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","\N","Mika","Häkkinen","Finnish",-1.157,0,0
161,57,3,85.741,2998,3,"2",2,1,2000,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","\N","Mika","Häkkinen","Finnish",-0.346999999999994,0,0
161,49,2,85.706,3013,2,"17",17,16,2000,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","\N","Heinz-Harald","Frentzen","German",-0.381999999999991,0,0
173,14,3,96.236,3262,3,"3",3,1,2000,"Japanese Grand Prix","Y","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","COU","David","Coulthard","British",-0.0940000000000225,0,0
173,57,2,95.834,3261,2,"2",2,1,2000,"Japanese Grand Prix","Y","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","\N","Mika","Häkkinen","Finnish",-0.496000000000009,0,0
173,30,1,95.825,3260,1,"1",1,1,2000,"Japanese Grand Prix","Y","suzuka",22,"Suzuka Circuit","Japan",34.8431,136.541,"45","MSC","Michael","Schumacher","German",-0.505000000000024,1,0
175,30,3,91.781,3311,3,"8",8,11,1999,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","MSC","Michael","Schumacher","German",-0.36699999999999,0,0
176,57,1,76.568,3326,1,"1",1,1,1999,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","\N","Mika","Häkkinen","Finnish",-1.01000000000001,1,0
177,30,3,86.538,3348,3,"1",1,1,1999,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","MSC","Michael","Schumacher","German",-0.454999999999998,1,0
177,14,2,86.384,3349,2,"2",2,1,1999,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","COU","David","Coulthard","British",-0.608999999999995,0,0
191,14,2,90.053,3657,2,"2",2,1,1998,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","COU","David","Coulthard","British",-0.866000000000014,0,0
191,57,1,90.01,3656,1,"1",1,1,1998,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","\N","Mika","Häkkinen","Finnish",-0.90900000000002,1,0
192,49,3,78.109,3682,3,"5",5,11,1998,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","\N","Heinz-Harald","Frentzen","German",-0.141000000000005,0,0
192,14,2,77.757,3679,2,"2",2,1,1998,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","COU","David","Coulthard","British",-0.492999999999995,0,0
192,57,1,77.092,3678,1,"1",1,1,1998,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","\N","Mika","Häkkinen","Finnish",-1.158,1,0
193,57,3,86.632,3701,3,"2",2,1,1998,"Argentine Grand Prix","N","galvez",25,"Autódromo Juan y Oscar Gálvez","Argentina",-34.6943,-58.4593,"8","\N","Mika","Häkkinen","Finnish",-0.147999999999996,0,0
193,30,2,86.251,3700,2,"1",1,1,1998,"Argentine Grand Prix","N","galvez",25,"Autódromo Juan y Oscar Gálvez","Argentina",-34.6943,-58.4593,"8","MSC","Michael","Schumacher","German",-0.528999999999996,1,0
193,14,1,85.852,3705,1,"6",6,1,1998,"Argentine Grand Prix","N","galvez",25,"Autódromo Juan y Oscar Gálvez","Argentina",-34.6943,-58.4593,"8","COU","David","Coulthard","British",-0.927999999999997,0,0
199,35,3,84.102,3837,3,"7",7,11,1998,"British Grand Prix","Y","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","VIL","Jacques","Villeneuve","Canadian",-0.207999999999998,0,0
199,30,2,83.72,3831,2,"1",1,1,1998,"British Grand Prix","Y","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","MSC","Michael","Schumacher","German",-0.590000000000003,1,0
199,57,1,83.271,3832,1,"2",2,1,1998,"British Grand Prix","Y","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","\N","Mika","Häkkinen","Finnish",-1.039,0,0
200,57,3,90.517,3853,3,"1",1,1,1998,"Austrian Grand Prix","N","osterreichring",23,"A1-Ring","Austria",47.2197,14.7647,"678","\N","Mika","Häkkinen","Finnish",-0.0339999999999918,1,0
201,35,3,102.365,3877,3,"3",3,1,1998,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","VIL","Jacques","Villeneuve","Canadian",-0.628999999999991,0,0
201,14,2,102.347,3876,2,"2",2,1,1998,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","COU","David","Coulthard","British",-0.646999999999991,0,0
201,57,1,101.838,3875,1,"1",1,1,1998,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","\N","Mika","Häkkinen","Finnish",-1.15600000000001,1,0
203,71,3,109.728,3917,3,"1",1,1,1998,"Belgian Grand Prix","Y","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","\N","Damon","Hill","British",-0.298999999999978,1,0
203,14,2,108.845,3923,2,"7",7,15,1998,"Belgian Grand Prix","Y","spa",13,"Circuit de Spa-Francorchamps","Belgium",50.4372,5.97139,"401","COU","David","Coulthard","British",-1.18199999999999,0,0
207,30,3,91.472,4006,3,"2",2,1,1997,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","MSC","Michael","Schumacher","German",-0.0589999999999975,0,0
207,49,2,91.123,4012,2,"8",8,23,1997,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","\N","Heinz-Harald","Frentzen","German",-0.408000000000015,0,0
208,77,3,76.644,4030,3,"2",2,1,1997,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","\N","Gerhard","Berger","Austrian",-0.0479999999999876,0,0
208,30,2,76.594,4033,2,"5",5,1,1997,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","MSC","Michael","Schumacher","German",-0.097999999999999,0,0
208,35,1,76.004,4029,1,"1",1,1,1997,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","VIL","Jacques","Villeneuve","Canadian",-0.687999999999988,1,0
209,35,1,84.473,4051,1,"1",1,1,1997,"Argentine Grand Prix","N","galvez",25,"Autódromo Juan y Oscar Gálvez","Argentina",-34.6943,-58.4593,"8","VIL","Jacques","Villeneuve","Canadian",-1.3,1,0
210,30,3,83.955,4074,3,"2",2,1,1997,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","MSC","Michael","Schumacher","German",-0.120000000000005,0,0
210,49,2,83.646,4073,2,"1",1,1,1997,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","\N","Heinz-Harald","Frentzen","German",-0.429000000000002,1,0
211,30,2,78.235,4095,2,"1",1,1,1997,"Monaco Grand Prix","Y","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","MSC","Michael","Schumacher","German",-0.430000000000007,1,0
212,14,3,77.521,4122,3,"6",6,1,1997,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","COU","David","Coulthard","British",-0.195999999999998,0,0
212,49,2,76.791,4124,2,"8",8,1,1997,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","\N","Heinz-Harald","Frentzen","German",-0.926000000000002,0,0
212,35,1,76.525,4117,1,"1",1,1,1997,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","VIL","Jacques","Villeneuve","Canadian",-1.19199999999999,1,0
213,30,1,78.095,4139,1,"1",1,1,1997,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","MSC","Michael","Schumacher","German",-0.369,1,0
214,23,3,74.755,4166,3,"6",6,1,1997,"French Grand Prix","Y","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","SCH","Ralf","Schumacher","German",-0.0450000000000017,0,0
214,49,2,74.749,4162,2,"2",2,1,1997,"French Grand Prix","Y","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","\N","Heinz-Harald","Frentzen","German",-0.0510000000000019,0,0
214,30,1,74.548,4161,1,"1",1,1,1997,"French Grand Prix","Y","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","MSC","Michael","Schumacher","German",-0.251999999999995,1,0
215,35,1,81.598,4183,1,"1",1,1,1997,"British Grand Prix","N","silverstone",9,"Silverstone Circuit","UK",52.0786,-1.01694,"153","VIL","Jacques","Villeneuve","Canadian",-0.379000000000005,1,0
216,57,3,102.034,4207,3,"3",3,1,1997,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","\N","Mika","Häkkinen","Finnish",-0.14700000000002,0,0
216,21,2,101.896,4215,2,"11",11,15,1997,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","FIS","Giancarlo","Fisichella","Italian",-0.285000000000025,0,0
216,77,1,101.873,4205,1,"1",1,1,1997,"German Grand Prix","N","hockenheimring",10,"Hockenheimring","Germany",49.3278,8.56583,"103","\N","Gerhard","Berger","Austrian",-0.308000000000021,1,0
224,56,3,92.889,4383,3,"3",3,1,1996,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","\N","Eddie","Irvine","British",-0.23599999999999,0,0
224,71,2,92.509,4381,2,"1",1,1,1996,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","\N","Damon","Hill","British",-0.616000000000014,1,0
224,35,1,92.371,4382,1,"2",2,1,1996,"Australian Grand Prix","N","albert_park",1,"Albert Park Grand Prix Circuit","Australia",-37.8497,144.968,"10","VIL","Jacques","Villeneuve","Canadian",-0.753999999999991,0,0
225,71,1,78.111,4403,1,"1",1,1,1996,"Brazilian Grand Prix","Y","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","\N","Damon","Hill","British",-1.363,1,0
226,35,3,90.907,4426,3,"2",2,1,1996,"Argentine Grand Prix","N","galvez",25,"Autódromo Juan y Oscar Gálvez","Argentina",-34.6943,-58.4593,"8","VIL","Jacques","Villeneuve","Canadian",-0.131,0,0
226,71,1,90.346,4425,1,"1",1,1,1996,"Argentine Grand Prix","N","galvez",25,"Autódromo Juan y Oscar Gálvez","Argentina",-34.6943,-58.4593,"8","\N","Damon","Hill","British",-0.692000000000007,1,0
227,30,3,80.149,4448,3,"2",2,1,1996,"European Grand Prix","N","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","MSC","Michael","Schumacher","German",-0.561999999999998,0,0
227,35,2,79.721,4447,2,"1",1,1,1996,"European Grand Prix","N","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","VIL","Jacques","Villeneuve","Canadian",-0.989999999999995,1,0
227,71,1,78.941,4450,1,"4",4,1,1996,"European Grand Prix","N","nurburgring",20,"Nürburgring","Germany",50.3356,6.9475,"578","\N","Damon","Hill","British",-1.77,0,0
228,35,3,87.22,4479,3,"11",11,22,1996,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","VIL","Jacques","Villeneuve","Canadian",-0.468000000000004,0,0
228,71,2,87.105,4469,2,"1",1,1,1996,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","\N","Damon","Hill","British",-0.582999999999998,1,0
228,30,1,86.89,4470,1,"2",2,1,1996,"San Marino Grand Prix","N","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","MSC","Michael","Schumacher","German",-0.798000000000002,0,0
230,30,3,81.587,4513,3,"1",1,1,1996,"Spanish Grand Prix","Y","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","MSC","Michael","Schumacher","German",-0.474000000000004,1,0
230,35,2,81.084,4515,2,"3",3,1,1996,"Spanish Grand Prix","Y","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","VIL","Jacques","Villeneuve","Canadian",-0.977000000000004,0,0
240,14,3,80.422,4722,3,"2",2,1,1995,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","COU","David","Coulthard","British",-0.466000000000008,0,0
240,30,2,80.382,4721,2,"1",1,1,1995,"Brazilian Grand Prix","N","interlagos",18,"Autódromo José Carlos Pace","Brazil",-23.7036,-46.6997,"785","MSC","Michael","Schumacher","German",-0.506,1,0
241,30,3,114.272,4749,3,"3",3,1,1995,"Argentine Grand Prix","N","galvez",25,"Autódromo Juan y Oscar Gálvez","Argentina",-34.6943,-58.4593,"8","MSC","Michael","Schumacher","German",-0.109000000000009,0,0
241,71,2,114.057,4747,2,"1",1,1,1995,"Argentine Grand Prix","N","galvez",25,"Autódromo Juan y Oscar Gálvez","Argentina",-34.6943,-58.4593,"8","\N","Damon","Hill","British",-0.324000000000012,1,0
242,14,3,87.459,4776,3,"4",4,1,1995,"San Marino Grand Prix","Y","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","COU","David","Coulthard","British",-0.0529999999999973,0,0
242,77,2,87.282,4775,2,"3",3,1,1995,"San Marino Grand Prix","Y","imola",21,"Autodromo Enzo e Dino Ferrari","Italy",44.3439,11.7167,"37","\N","Gerhard","Berger","Austrian",-0.230000000000004,0,0
243,77,3,82.071,4801,3,"3",3,1,1995,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","\N","Gerhard","Berger","Austrian",-0.260999999999996,0,0
243,30,1,81.452,4799,1,"1",1,1,1995,"Spanish Grand Prix","N","catalunya",4,"Circuit de Barcelona-Catalunya","Spain",41.57,2.26111,"109","MSC","Michael","Schumacher","German",-0.879999999999995,1,0
244,30,2,82.742,4825,2,"1",1,1,1995,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","MSC","Michael","Schumacher","German",-0.477999999999994,1,0
244,71,1,81.952,4826,1,"2",2,1,1995,"Monaco Grand Prix","N","monaco",6,"Circuit de Monaco","Monaco",43.7347,7.42056,"7","\N","Damon","Hill","British",-1.268,0,0
245,30,1,87.661,4855,1,"5",5,1,1995,"Canadian Grand Prix","N","villeneuve",7,"Circuit Gilles Villeneuve","Canada",45.5,-73.5228,"13","MSC","Michael","Schumacher","German",-0.527999999999992,0,0
246,14,3,77.925,4877,3,"3",3,1,1995,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","COU","David","Coulthard","British",-0.835999999999999,0,0
246,30,2,77.512,4875,2,"1",1,1,1995,"French Grand Prix","N","magny_cours",8,"Circuit de Nevers Magny-Cours","France",46.8642,3.16361,"228","MSC","Michael","Schumacher","German",-1.249,1,0
